Date,close
2020-11-19,793.6083374023438
2020-11-20,793.6575927734375
2020-11-23,801.6737670898438
2020-11-24,792.8214111328125
2020-11-25,792.87060546875
2020-11-26,795.9689331054688
2020-11-27,786.1821899414062
2020-12-01,786.8215942382812
2020-12-02,783.870849609375
2020-12-03,824.8865356445312
2020-12-04,844.7548828125
2020-12-07,833.0010986328125
2020-12-08,841.607421875
2020-12-09,831.7223510742188
2020-12-10,818.0996704101562
2020-12-11,809.68994140625
2020-12-14,801.5262451171875
2020-12-15,807.3786010742188
2020-12-16,813.6244506835938
2020-12-17,826.5093383789062
2020-12-18,826.5584716796875
2020-12-21,800.3460083007812
2020-12-22,808.8048095703125
2020-12-23,815.788330078125
2020-12-24,821.4931030273438
2020-12-28,826.2142944335938
2020-12-29,826.90283203125
2020-12-30,836.8861694335938
2020-12-31,837.0829467773438
2021-01-01,838.8533935546875
2021-01-04,873.6724243164062
2021-01-05,898.8522338867188
2021-01-06,953.0972290039062
2021-01-07,961.457763671875
2021-01-08,949.3104248046876
2021-01-11,949.0645141601562
2021-01-12,945.9661865234376
2021-01-13,958.0151977539062
2021-01-14,944.441650390625
2021-01-15,939.7696533203124
2021-01-18,944.6875610351562
2021-01-19,951.1791381835938
2021-01-20,982.2606201171876
2021-01-21,963.572509765625
2021-01-22,1015.8009033203124
2021-01-25,1004.7356567382812
2021-01-27,954.0807495117188
2021-01-28,954.5726318359376
2021-01-29,969.867431640625
2021-02-01,989.9818115234376
2021-02-02,992.19482421875
2021-02-03,979.1131591796876
2021-02-04,972.9164428710938
2021-02-05,965.3428955078124
2021-02-08,967.5068359375
2021-02-09,998.0472412109376
2021-02-10,1007.538818359375
2021-02-11,1007.391357421875
2021-02-12,1004.1454467773438
2021-02-15,1002.7683715820312
2021-02-16,1002.620849609375
2021-02-17,1007.6371459960938
2021-02-18,1046.292236328125
2021-02-19,1009.0633544921876
2021-02-22,1002.620849609375
2021-02-23,1012.4076538085938
2021-02-24,1023.0303344726562
2021-02-25,1092.0291748046875
2021-02-26,1051.0625
2021-03-01,1080.32421875
2021-03-02,1089.9635009765625
2021-03-03,1078.4063720703125
2021-03-04,1068.5704345703125
2021-03-05,1041.0791015625
2021-03-08,1049.193603515625
2021-03-09,1037.9317626953125
2021-03-10,1010.489501953125
2021-03-12,998.4406127929688
2021-03-15,999.5225830078124
2021-03-16,1005.3257446289062
2021-03-17,962.24462890625
2021-03-18,983.98193359375
2021-03-19,974.9820556640624
2021-03-22,957.1298217773438
2021-03-23,940.65478515625
2021-03-24,906.6226806640624
2021-03-25,909.1307983398438
2021-03-26,930.9664306640624
2021-03-30,925.2616577148438
2021-03-31,913.0160522460938
2021-04-01,958.3102416992188
2021-04-05,925.9010009765624
2021-04-06,935.2943115234376
2021-04-07,960.2774047851562
2021-04-08,940.9007568359376
2021-04-09,948.130126953125
2021-04-12,875.8363647460938
2021-04-13,883.262451171875
2021-04-15,890.6885375976562
2021-04-16,957.7200927734376
2021-04-19,927.67138671875
2021-04-20,948.9661865234376
2021-04-22,928.6058349609376
2021-04-23,922.0158081054688
2021-04-26,904.2620239257812
2021-04-27,938.9827270507812
2021-04-28,976.9492797851562
2021-04-29,973.8017578125
2021-04-30,968.0477294921876
2021-05-03,961.260986328125
2021-05-04,940.0646362304688
2021-05-05,949.0645141601562
2021-05-06,959.44140625
2021-05-07,965.834716796875
2021-05-10,961.1627197265624
2021-05-11,954.7693481445312
2021-05-12,958.5560913085938
2021-05-14,953.9332275390624
2021-05-17,964.260986328125
2021-05-18,975.7688598632812
2021-05-19,995.2439575195312
2021-05-20,1018.3090209960938
2021-05-21,1046.73486328125
2021-05-24,1072.70166015625
2021-05-25,1019.7352905273438
2021-05-26,1008.2764892578124
2021-05-27,1033.7513427734375
2021-05-28,1030.013916015625
2021-05-31,1027.8499755859375
2021-06-01,1028.7843017578125
2021-06-02,1037.390869140625
2021-06-03,1034.0955810546875
2021-06-04,1032.4237060546875
2021-06-07,1027.161376953125
2021-06-08,1042.0135498046875
2021-06-09,1087.0618896484375
2021-06-10,1085.6357421875
2021-06-11,1076.734375
2021-06-14,1060.5543212890625
2021-06-15,1057.4068603515625
2021-06-16,1059.2265625
2021-06-17,1034.4398193359375
2021-06-18,989.3916015625
2021-06-21,983.0474243164062
2021-06-22,959.6380615234376
2021-06-23,918.3765258789062
2021-06-24,955.851318359375
2021-06-25,956.3922119140624
2021-06-28,944.441650390625
2021-06-29,958.802001953125
2021-06-30,954.4742431640624
2021-07-01,964.85107421875
2021-07-02,967.5560302734376
2021-07-05,972.129638671875
2021-07-06,980.9327392578124
2021-07-07,970.9494018554688
2021-07-08,968.2445068359376
2021-07-09,958.5069580078124
2021-07-12,963.2282104492188
2021-07-13,972.4739379882812
2021-07-14,970.7526245117188
2021-07-15,962.39208984375
2021-07-16,973.7525634765624
2021-07-19,956.6873779296876
2021-07-20,948.818603515625
2021-07-22,927.3764038085938
2021-07-23,941.19580078125
2021-07-26,1000.5552978515624
2021-07-27,999.7192993164062
2021-07-28,1000.5552978515624
2021-07-29,1000.7521362304688
2021-07-30,1019.7352905273438
2021-08-02,1023.5221557617188
2021-08-03,1031.784423828125
2021-08-04,1018.0632934570312
2021-08-05,1014.3255004882812
2021-08-06,1002.1783447265624
2021-08-09,1010.29296875
2021-08-10,1010.3419799804688
2021-08-11,1015.6534423828124
2021-08-12,1013.9321899414062
2021-08-13,1012.997802734375
2021-08-16,1009.1618041992188
2021-08-17,999.5225830078124
2021-08-18,994.1619873046876
2021-08-20,985.1129760742188
2021-08-23,1003.6044921875
2021-08-24,1011.0306396484376
2021-08-25,1047.71826171875
2021-08-26,1070.1934814453125
2021-08-27,1073.094970703125
2021-08-30,1076.8818359375
2021-08-31,1121.8319091796875
2021-09-01,1107.618896484375
2021-09-02,1103.8321533203125
2021-09-03,1090.1602783203125
2021-09-06,1074.4228515625
2021-09-07,1063.652587890625
2021-09-08,1090.20947265625
2021-09-09,1087.0618896484375
2021-09-13,1068.1279296875
2021-09-14,1043.8824462890625
2021-09-15,1046.34130859375
2021-09-16,1059.7183837890625
2021-09-17,1060.3575439453125
2021-09-20,1054.701904296875
2021-09-21,1052.34130859375
2021-09-22,1045.1119384765625
2021-09-23,1031.784423828125
2021-09-24,994.6046752929688
2021-09-27,1023.4729614257812
2021-09-28,998.3914184570312
2021-09-29,1003.3585205078124
2021-09-30,1012.70263671875
2021-10-01,1029.423583984375
2021-10-04,1054.3575439453125
2021-10-05,1078.701416015625
2021-10-06,1080.127685546875
2021-10-07,1120.6514892578125
2021-10-08,1121.1431884765625
2021-10-11,1108.3564453125
2021-10-12,1093.7503662109375
2021-10-13,1089.12744140625
2021-10-14,1116.3236083984375
2021-10-18,1122.0286865234375
2021-10-19,1095.4716796875
2021-10-20,1085.1439208984375
2021-10-21,1071.029541015625
2021-10-22,1110.963134765625
2021-10-25,1111.0614013671875
2021-10-26,1104.6680908203125
2021-10-27,1118.389404296875
2021-10-28,1107.4222412109375
2021-10-29,1037.7840576171875
2021-11-01,1050.669189453125
2021-11-02,1053.8658447265625
2021-11-03,1087.652099609375
2021-11-04,1102.2093505859375
2021-11-08,1085.29150390625
2021-11-09,1065.275634765625
2021-11-10,1059.8165283203125
2021-11-11,1056.32470703125
2021-11-12,1067.8819580078125
2021-11-15,1067.931396484375
2021-11-16,1062.86572265625
2021-11-17,1044.47265625
2021-11-18,1012.0632934570312
2021-11-22,990.7686157226562
2021-11-23,990.080078125
2021-11-24,983.145751953125
2021-11-25,986.7850952148438
2021-11-26,940.2122192382812
2021-11-29,921.6223754882812
2021-11-30,934.9008178710938
2021-12-01,944.0973510742188
2021-12-02,964.802001953125
2021-12-03,973.9984130859376
2021-12-06,963.916748046875
2021-12-07,984.0802001953124
2021-12-08,1000.80126953125
2021-12-09,940.0646362304688
2021-12-10,906.8193969726562
2021-12-13,905.5407104492188
2021-12-14,887.442626953125
2021-12-15,882.5739135742188
2021-12-16,901.6063842773438
2021-12-17,888.2295532226562
2021-12-20,854.2465209960938
2021-12-21,876.52490234375
2021-12-22,878.8363037109375
2021-12-23,892.458984375
2021-12-24,892.360595703125
2021-12-27,888.96728515625
2021-12-28,897.8194580078125
2021-12-29,905.5899658203124
2021-12-30,907.1143798828124
2021-12-31,912.9176025390624
2022-01-03,912.7701416015624
2022-01-04,919.1633911132812
2022-01-05,920.0486450195312
2022-01-06,917.6388549804688
2022-01-07,911.7373046875
2022-01-10,889.7048950195312
2022-01-11,870.279052734375
2022-01-12,879.0330200195312
2022-01-13,881.3444213867188
2022-01-14,879.2789306640625
2022-01-17,872.0003051757812
2022-01-18,863.1480712890625
2022-01-19,856.0662231445312
2022-01-20,846.6238403320312
2022-01-21,836.1485595703125
2022-01-24,801.5262451171875
2022-01-25,836.0501708984375
2022-01-27,830.5421752929688
2022-01-28,854.0006713867188
2022-01-31,865.0660400390625
2022-02-01,867.0823974609375
2022-02-02,881.2952270507812
2022-02-03,870.033203125
2022-02-04,840.8697509765625
2022-02-07,821.3455810546875
2022-02-08,805.9031982421875
2022-02-09,849.5253295898438
2022-02-10,855.4269409179688
2022-02-11,832.853515625
2022-02-14,810.4769287109375
2022-02-15,824.7388916015625
2022-02-16,822.67333984375
2022-02-17,818.0504760742188
2022-02-18,812.8374633789062
2022-02-21,789.2805786132812
2022-02-22,777.5266723632812
2022-02-23,784.706787109375
2022-02-24,741.3797607421875
2022-02-25,769.9530639648438
2022-02-28,772.6578979492188
2022-03-02,754.6582641601562
2022-03-03,740.3470458984375
2022-03-04,732.0357055664062
2022-03-07,718.560546875
2022-03-08,769.0678100585938
2022-03-09,780.5265502929688
2022-03-10,791.64111328125
2022-03-11,793.0673217773438
2022-03-14,803.296630859375
2022-03-15,805.7064819335938
2022-03-16,822.67333984375
2022-03-17,840.4271850585938
2022-03-21,828.3290405273438
2022-03-22,833.39453125
2022-03-23,849.1319580078125
2022-03-24,829.7059936523438
2022-03-25,848.885986328125
2022-03-28,832.6077270507812
2022-03-29,840.7714233398438
2022-03-30,857.1469116210938
2022-03-31,840.1795043945312
2022-04-01,859.6624145507812
2022-04-04,864.298828125
2022-04-05,827.6513671875
2022-04-06,842.5470581054688
2022-04-07,845.2598876953125
2022-04-08,842.793701171875
2022-04-11,840.8207397460938
2022-04-12,833.5208129882812
2022-04-13,822.2749633789062
2022-04-18,800.030029296875
2022-04-19,783.7039794921875
2022-04-20,783.8026123046875
2022-04-21,784.986328125
2022-04-22,804.37060546875
2022-04-25,793.716552734375
2022-04-26,807.57666015625
2022-04-27,815.8629150390625
2022-04-28,830.3148193359375
2022-04-29,819.611572265625
2022-05-02,809.0563354492188
2022-05-04,774.1844482421875
2022-05-05,779.708740234375
2022-05-06,742.7159423828125
2022-05-09,751.1996459960938
2022-05-10,757.8583374023438
2022-05-11,738.8193969726562
2022-05-12,726.2911987304688
2022-05-13,706.0191040039062
2022-05-16,713.0723876953125
2022-05-17,721.3095092773438
2022-05-18,730.286376953125
2022-05-19,714.3055419921875
2022-05-20,731.3715209960938
2022-05-23,739.7565307617188
2022-05-24,744.8368530273438
2022-05-25,732.5059204101562
2022-05-26,746.3658447265625
2022-05-27,755.5401000976562
2022-05-30,764.763671875
2022-05-31,769.4493408203125
2022-06-01,762.4948120117188
2022-06-02,770.6331176757812
2022-06-03,762.9386596679688
2022-06-06,763.382568359375
2022-06-07,754.2576904296875
2022-06-08,774.2831420898438
2022-06-09,760.5711669921875
2022-06-10,759.5845947265625
2022-06-13,730.0397338867188
2022-06-14,721.7041015625
2022-06-15,713.516357421875
2022-06-16,697.9299926757812
2022-06-17,676.4249267578125
2022-06-20,665.96826171875
2022-06-21,711.1488037109375
2022-06-22,704.0955200195312
2022-06-23,721.9506225585938
2022-06-24,749.7199096679688
2022-06-27,755.7373657226562
2022-06-28,765.4542236328125
2022-06-29,765.3062133789062
2022-06-30,757.8583374023438
2022-07-01,762.1987915039062
2022-07-04,775.3682250976562
2022-07-05,805.5050048828125
2022-07-06,838.7491455078125
2022-07-07,836.578857421875
2022-07-08,839.6370849609375
2022-07-11,842.4977416992188
2022-07-12,838.453125
2022-07-13,842.399169921875
2022-07-14,834.2606811523438
2022-07-15,824.0013427734375
2022-07-18,833.3728637695312
2022-07-19,846.6902465820312
2022-07-20,865.0386962890625
2022-07-21,872.0426635742188
2022-07-22,866.5676879882812
2022-07-25,871.9440307617188
2022-07-26,879.9343872070312
2022-07-27,876.7776489257812
2022-07-28,916.5819702148438
2022-07-29,926.5452880859376
2022-08-01,931.4283447265624
2022-08-02,929.060791015625
2022-08-03,923.2406616210938
2022-08-04,931.5762939453124
2022-08-05,922.944580078125
2022-08-08,903.7578125
2022-08-10,894.7315673828125
2022-08-11,928.863525390625
2022-08-12,940.9971923828124
2022-08-16,948.395751953125
2022-08-17,987.2627563476562
2022-08-18,944.8936767578124
2022-08-19,908.5421752929688
2022-08-22,891.4268798828125
2022-08-23,904.7442626953124
2022-08-24,909.9232177734376
2022-08-25,904.7935791015624
2022-08-26,895.7179565429688
2022-08-29,882.449951171875
2022-08-30,909.7259521484376
2022-09-01,915.4967651367188
2022-09-02,919.8865966796876
2022-09-05,923.6844482421876
2022-09-06,937.396484375
2022-09-07,945.189697265625
2022-09-08,950.17138671875
2022-09-09,930.4912109375
2022-09-12,936.9033203125
2022-09-13,939.8626708984376
2022-09-14,944.8936767578124
2022-09-15,945.6829223632812
2022-09-16,921.4156494140624
2022-09-19,930.0965576171876
2022-09-20,944.2525024414062
2022-09-21,935.571533203125
2022-09-22,931.6749877929688
2022-09-23,903.1658935546876
2022-09-26,863.8549194335938
2022-09-27,892.2160034179688
2022-09-28,885.3600463867188
2022-09-29,891.18017578125
2022-09-30,901.1436157226562
2022-10-03,867.35693359375
2022-10-04,882.449951171875
2022-10-06,874.36083984375
2022-10-07,873.5715942382812
2022-10-10,871.0068969726562
2022-10-11,860.6982421875
2022-10-12,862.2272338867188
2022-10-13,849.6495971679688
2022-10-14,835.3951416015625
2022-10-17,846.8875732421875
2022-10-18,871.7467041015625
2022-10-19,874.4595336914062
2022-10-20,874.9527587890625
2022-10-21,853.7435913085938
2022-10-24,843.9281005859375
2022-10-25,833.4221801757812
2022-10-27,846.542236328125
2022-10-28,799.3394775390625
2022-10-31,815.4684448242188
2022-11-01,814.4325561523438
2022-11-02,824.59326171875
2022-11-03,817.9345703125
2022-11-04,800.3259887695312
2022-11-07,795.5909423828125
2022-11-09,803.2360229492188
2022-11-10,795.6895751953125
2022-11-11,801.3617553710938
2022-11-14,798.2051391601562
2022-11-15,800.030029296875
2022-11-16,800.079345703125
2022-11-17,786.564697265625
2022-11-18,782.4708251953125
2022-11-21,783.210693359375
2022-11-22,788.2416381835938
2022-11-23,787.94580078125
2022-11-24,788.6363525390625
2022-11-25,795.9362182617188
2022-11-28,801.7070922851562
2022-11-29,806.244873046875
2022-11-30,813.100830078125
2022-12-01,823.1629028320312
2022-12-02,827.0101318359375
2022-12-05,819.9075317382812
2022-12-06,806.5408325195312
2022-12-07,800.4739990234375
2022-12-08,803.5320434570312
2022-12-09,790.5599365234375
2022-12-12,792.8781127929688
2022-12-13,787.2552490234375
2022-12-14,788.7349243164062
2022-12-15,787.84716796875
2022-12-16,780.152587890625
2022-12-19,785.6768798828125
2022-12-20,785.33154296875
2022-12-21,780.9418334960938
2022-12-22,776.2067260742188
2022-12-23,760.8177490234375
2022-12-26,781.9776611328125
2022-12-27,788.4390258789062
2022-12-28,784.1971435546875
2022-12-29,774.52978515625
2022-12-30,784.7398071289062
2023-01-02,784.0985107421875
2023-01-03,781.6817016601562
2023-01-04,773.395263671875
2023-01-05,769.0054931640625
2023-01-06,763.7278442382812
2023-01-09,771.5209350585938
2023-01-10,771.42236328125
2023-01-11,767.5750732421875
2023-01-12,769.6959838867188
2023-01-13,776.699951171875
2023-01-16,764.3197021484375
2023-01-17,755.9347534179688
2023-01-18,754.7509155273438
2023-01-19,758.7462158203125
2023-01-20,742.2720947265625
2023-01-23,756.773193359375
2023-01-24,734.9227905273438
2023-01-25,705.42724609375
2023-01-27,689.8902587890625
2023-01-30,706.7096557617188
2023-01-31,713.0723876953125
2023-02-01,729.6944580078125
2023-02-02,727.3762817382812
2023-02-03,743.850341796875
2023-02-06,746.2672729492188
2023-02-07,740.5457153320312
2023-02-08,741.5322265625
2023-02-09,747.0071411132812
2023-02-10,743.505126953125
2023-02-13,732.4566040039062
2023-02-14,737.6356201171875
2023-02-15,746.1686401367188
2023-02-16,749.7692260742188
2023-02-17,748.4375
2023-02-20,746.859130859375
2023-02-21,735.5146484375
2023-02-22,733.4923706054688
2023-02-23,729.2012939453125
2023-02-24,736.2545166015625
2023-02-27,736.4025268554688
2023-02-28,740.2991333007812
2023-03-01,741.5322265625
2023-03-02,737.191650390625
2023-03-03,740.200439453125
2023-03-06,746.9085083007812
2023-03-08,740.003173828125
2023-03-09,756.7238159179688
2023-03-10,743.554443359375
2023-03-13,725.0580444335938
2023-03-14,715.3906860351562
2023-03-15,723.4303588867188
2023-03-16,717.8568115234375
2023-03-17,714.1575927734375
2023-03-20,700.9880981445312
2023-03-21,707.7454833984375
2023-03-22,717.4129638671875
2023-03-23,710.4583129882812
2023-03-24,713.762939453125
2023-03-27,708.5346069335938
2023-03-28,701.4813232421875
2023-03-29,712.9153442382812
2023-03-31,732.763916015625
2023-04-03,739.7430419921875
2023-04-05,732.6649169921875
2023-04-06,743.1089477539062
2023-04-10,732.0709228515625
2023-04-11,730.2890014648438
2023-04-12,734.4468994140625
2023-04-13,751.1275024414062
2023-04-17,754.4933471679688
2023-04-18,762.3140258789062
2023-04-19,751.5235595703125
2023-04-20,746.177734375
2023-04-21,754.6913452148438
2023-04-24,764.9868774414062
2023-04-25,764.887939453125
2023-04-26,768.4022827148438
2023-04-27,776.3218994140625
2023-04-28,764.491943359375
2023-05-02,774.094482421875
2023-05-03,778.7967529296875
2023-05-04,788.5477905273438
2023-05-05,792.5570678710938
2023-05-08,806.7134399414062
2023-05-09,812.4551391601562
2023-05-10,815.969482421875
2023-05-11,856.95361328125
2023-05-12,858.1415405273438
2023-05-15,881.9994506835938
2023-05-16,868.6846313476562
2023-05-17,870.5655517578125
2023-05-18,877.693115234375
2023-05-19,882.5934448242188
2023-05-22,879.1780395507812
2023-05-23,878.9306030273438
2023-05-24,880.4154663085938
2023-05-25,885.8602294921875
2023-05-26,892.4434814453125
2023-05-29,896.601318359375
2023-05-30,907.8372192382812
2023-05-31,907.73828125
2023-06-01,901.35302734375
2023-06-02,905.2138671875
2023-06-05,910.5596313476562
2023-06-06,916.746826171875
2023-06-07,918.3802490234376
2023-06-08,905.9563598632812
2023-06-09,916.4993286132812
2023-06-12,915.21240234375
2023-06-13,916.94482421875
2023-06-14,912.2920532226562
2023-06-15,903.5309448242188
2023-06-16,903.7289428710938
2023-06-19,896.353759765625
2023-06-20,884.82080078125
2023-06-21,876.9011840820312
2023-06-22,871.4564208984375
2023-06-23,848.4894409179688
2023-06-26,836.362548828125
2023-06-27,852.2513427734375
2023-06-28,848.0440673828125
2023-06-30,838.6890258789062
2023-07-03,834.085693359375
2023-07-04,830.4723510742188
2023-07-05,828.0469970703125
2023-07-06,832.353271484375
2023-07-07,828.29443359375
2023-07-10,827.4529418945312
2023-07-11,825.9185791015625
2023-07-12,829.432861328125
2023-07-13,827.35400390625
2023-07-14,831.3633422851562
2023-07-17,838.738525390625
2023-07-18,834.1846923828125
2023-07-19,857.0526123046875
2023-07-20,844.8761596679688
2023-07-21,837.7980346679688
2023-07-24,851.162353515625
2023-07-25,867.6451416015625
2023-07-26,862.348876953125
2023-07-27,849.1824340820312
2023-07-28,848.5885009765625
2023-07-31,846.7570190429688
2023-08-01,872.495849609375
2023-08-02,858.4880981445312
2023-08-03,852.7958374023438
2023-08-04,872.4463500976562
2023-08-07,871.951416015625
2023-08-08,872.3969116210938
2023-08-09,862.497314453125
2023-08-10,863.289306640625
2023-08-11,858.092041015625
2023-08-14,846.1135864257812
2023-08-16,841.36181640625
2023-08-17,841.4607543945312
2023-08-18,833.9866333007812
2023-08-21,827.1559448242188
2023-08-22,821.7607421875
2023-08-23,831.8582153320312
2023-08-24,822.0578002929688
2023-08-25,812.5046997070312
2023-08-28,815.4251098632812
2023-08-29,816.2664794921875
2023-08-30,816.761474609375
2023-08-31,808.3468627929688
2023-09-01,831.8582153320312
2023-09-04,833.293701171875
2023-09-05,825.4235229492188
2023-09-06,824.7305908203125
2023-09-07,826.2650146484375
2023-09-08,831.4623413085938
2023-09-11,842.4508056640625
2023-09-12,827.2054443359375
2023-09-13,823.8397216796875
2023-09-14,817.701904296875
2023-09-15,830.5713500976562
2023-09-18,811.7127075195312
2023-09-20,803.0505981445312
2023-09-21,791.9630737304688
2023-09-22,790.3792724609375
2023-09-25,779.48974609375
2023-09-26,778.4502563476562
2023-09-27,781.9151000976562
2023-09-28,774.4409790039062
2023-09-29,783.1525268554688
2023-10-03,788.4983520507812
2023-10-04,784.3404541015625
2023-10-05,782.0140991210938
2023-10-06,790.1317138671875
2023-10-09,775.2824096679688
2023-10-10,783.4495239257812
2023-10-11,792.6560668945312
2023-10-12,793.0025024414062
2023-10-13,781.9646606445312
2023-10-16,791.9136352539062
2023-10-17,796.9624633789062
2023-10-18,791.0721435546875
2023-10-19,782.70703125
2023-10-20,778.0048217773438
2023-10-23,767.1153564453125
2023-10-25,769.7882080078125
2023-10-26,764.7393798828125
2023-10-27,782.4595947265625
2023-10-30,742.8118896484375
2023-10-31,738.6541748046875
2023-11-01,737.3176879882812
2023-11-02,736.5752563476562
2023-11-03,739.6935424804688
2023-11-06,746.3262329101562
2023-11-07,745.6828002929688
2023-11-08,740.9310302734375
2023-11-09,742.712890625
2023-11-10,745.8807983398438
2023-11-13,745.3858032226562
2023-11-15,758.898681640625
2023-11-16,764.788818359375
2023-11-17,725.4876708984375
2023-11-20,735.436767578125
2023-11-21,727.36865234375
2023-11-22,724.3493041992188
2023-11-23,731.5264282226562
2023-11-24,731.7244873046875
2023-11-28,726.3787231445312
2023-11-29,729.7940063476562
2023-11-30,731.7244873046875
2023-12-01,732.5164184570312
2023-12-04,744.1483764648438
2023-12-05,740.58447265625
2023-12-06,740.58447265625
2023-12-07,759.7896118164062
2023-12-08,752.3154907226562
2023-12-11,748.2071533203125
2023-12-12,748.355712890625
2023-12-13,742.4159545898438
2023-12-14,760.0866088867188
2023-12-15,768.5506591796875
2023-12-18,773.3519897460938
2023-12-19,768.9961547851562
2023-12-20,752.1669921875
2023-12-21,757.5127563476562
2023-12-22,765.3828735351562
2023-12-26,760.383544921875
2023-12-27,757.0672607421875
2023-12-28,752.6124877929688
2023-12-29,752.0184936523438
2024-01-01,758.6511840820312
2024-01-02,765.3828735351562
2024-01-03,762.115966796875
